0,1,2,3,4,5,6,7,8,9,10,11,12,class
7.416227499011318,4.121751951563562,1.3126874301547025,6.55919582084908,5.705707391739814,-0.7827962427912358,-12.254675190952884,7.010851687197025,3.655358671559484,3.9002116637995767,-5.753072401694715,7.553922896744233,-1.7619576398885466,0
7.7642066353497485,5.995938491513026,-2.8848316732804373,6.989698797733052,3.7010099196077264,-2.6762955810995996,-11.397854782804409,3.135952127458404,2.9380781911361527,5.641968196099363,-4.078313833980193,6.113840892484087,-1.0095769484449413,1
5.321573491828646,1.5420352938864477,0.5276609084283161,7.118826007266398,1.2595474072185324,-4.346802409195073,-11.413397878704702,2.6235361867381197,1.2833514153563623,4.733469909916743,-5.153881523969251,5.368440217489411,0.12474106630426307,2
8.474260858784152,5.72111730396273,0.38177424144326694,5.120148703618536,3.2381346244570848,3.315591963235579,-7.418335972114213,10.01720180363741,2.7249967679210956,3.6598958974820546,0.8909513656710938,8.96641519215507,-5.175941203997788,3
5.446288848260334,7.839122017823872,-0.9309659066059522,6.536594800220264,6.219498125538426,-2.953456328479843,-6.481598222702867,6.377315765754489,3.234676063497344,0.5461390547743237,-5.49035903108225,6.568474809204119,-3.0590722882111088,4
7.394397695832128,5.102234029419994,0.16688773811499363,10.922217588148266,0.1840160031113336,2.132722977390939,-10.777820940108755,3.606386127133751,3.1533720587018,9.064174201636304,-6.2230776510069825,10.968724965560705,-0.4008517300130638,5
5.324754557143803,4.874133326022645,0.15915863485390844,7.767011777608307,2.697125036667432,-2.9324573770574793,-8.808544776603231,5.7247780783639,1.2702686129999412,1.1769819444977718,-7.086155296958395,6.867579139745598,-2.1416389577633974,6
3.0182911507369274,4.634163342133537,-1.42385313838315,3.126471060065395,6.186145211304766,-7.432163805916255,-6.071670854287451,4.211844757011889,1.3613527012654165,-0.18588344283176317,-3.0792929387230754,2.020753891925266,-2.0501484803490686,7
3.208025191570849,6.180151387172737,0.18577934540434882,7.872118649462708,7.0286066759120605,-9.845521606079107,-9.934196760862902,2.9541748241014365,2.58603882559451,2.774136937286111,-4.9498511436629125,4.913814142378931,-0.165499657990705,8
2.122492129253344,1.725275437770152,-0.8621061126493049,5.607312024815529,1.7664922270681398,-4.831079752612293,-8.364712511379864,4.977875996667288,5.932892197066127,3.257887232643591,-2.159965245836767,3.609872866250845,-2.751659192766704,9
